,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,12,0,0,2,0,0
NV,1,120,1,0,1,0,0
BCC,0,0,12,0,2,0,1
AKIEC,1,2,0,1,4,0,0
BKL,2,11,1,1,7,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
