,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,7,0,0,6,0,0
NV,0,117,0,1,5,0,0
BCC,0,0,10,2,3,0,0
AKIEC,0,2,1,1,4,0,0
BKL,2,11,0,1,8,0,0
DF,0,0,0,1,0,0,0
VASC,1,0,2,0,0,0,0
