,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,6,10,1,0,4,0,0
NV,4,114,0,0,5,0,0
BCC,1,0,10,3,1,0,0
AKIEC,0,3,0,3,2,0,0
BKL,2,6,0,0,14,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,1,0,0,1
