,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,16,3,0,0,2,0,0
NV,4,111,0,0,7,0,1
BCC,1,0,8,5,0,0,1
AKIEC,1,2,0,2,3,0,0
BKL,7,6,0,1,8,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,1,0,0,1
