epoch,lr,train_loss,train_acc,val_loss,val_acc,val_balanced_acc,val_macro_recall,val_macro_f1,val_macro_precision,val_mcc,val_cohen_kappa,val_mean_youden_index,val_auc_macro_ovr,val_mean_auc_all_diagnoses,val_mean_ap_all_diagnoses,val_mean_sensitivity,val_mean_specificity,val_mean_ppv,val_mean_npv,val_melanoma_auc80,val_malignant_vs_benign_auc,roc_curve_path,confusion_matrix_path,val_predictions_path,detailed_metrics_path
5,0.0195105896346933,0.9718830390109232,74.31452617045989,1.0801624059677124,76.68393782383419,0.7788316213403321,0.7788316213403321,0.6460970713071552,0.6334062196307093,0.6469647059230219,0.6311632055038858,0.7410755106170728,0.959200962077168,0.959200962077168,0.8525661118334487,0.7788316213403321,0.9622438892767408,0.6334062196307093,0.9452105987975012,0.9022702104097452,0.9167175106772424,experiments\260504-2319_resnet34_diff-ldm\roc_curves\epoch_005_roc.png,experiments\260504-2319_resnet34_diff-ldm\confusion_matrices\epoch_005_confusion_matrix.png,experiments\260504-2319_resnet34_diff-ldm\predictions\val_predictions_epoch_05.csv,experiments\260504-2319_resnet34_diff-ldm\metrics\epoch_005_detailed_metrics.json
10,0.0180902654352522,0.7871262724871079,82.53187765519971,1.0551629066467283,81.34715025906736,0.8228441709277946,0.8228441709277946,0.796325428957008,0.7955014263770023,0.7035082807472125,0.6941497556895717,0.7906913937753023,0.9501429224772482,0.9501429224772482,0.8322594764785644,0.8228441709277946,0.9678472228475076,0.7955014263770023,0.9540632137524688,0.8842746400885936,0.8637888956680903,experiments\260504-2319_resnet34_diff-ldm\roc_curves\epoch_010_roc.png,experiments\260504-2319_resnet34_diff-ldm\confusion_matrices\epoch_010_confusion_matrix.png,experiments\260504-2319_resnet34_diff-ldm\predictions\val_predictions_epoch_10.csv,experiments\260504-2319_resnet34_diff-ldm\metrics\epoch_010_detailed_metrics.json
15,0.0158780586302985,0.6772676926670953,87.69064080217439,1.092111110687256,85.49222797927462,0.8521709127109823,0.8521709127109823,0.76152656184425,0.727101636876073,0.7516639244087185,0.7498148148148148,0.8209935222120986,0.9491092493260976,0.9491092493260976,0.8214090767054881,0.8521709127109823,0.968822609501116,0.727101636876073,0.9633443135924606,0.9296788482834994,0.900549115314216,experiments\260504-2319_resnet34_diff-ldm\roc_curves\epoch_015_roc.png,experiments\260504-2319_resnet34_diff-ldm\confusion_matrices\epoch_015_confusion_matrix.png,experiments\260504-2319_resnet34_diff-ldm\predictions\val_predictions_epoch_15.csv,experiments\260504-2319_resnet34_diff-ldm\metrics\epoch_015_detailed_metrics.json
20,0.0130905154352522,0.6061216550316848,91.0075838616892,1.00233793258667,82.38341968911918,0.8534545303709066,0.8534545303709066,0.7667540994990537,0.7176445578231292,0.7211589197813559,0.7119529432421755,0.8219728186250977,0.9559723649192684,0.9559723649192684,0.8547841151395703,0.8534545303709066,0.9685182882541912,0.7176445578231292,0.955071789175946,0.9100221483942412,0.916412446613789,experiments\260504-2319_resnet34_diff-ldm\roc_curves\epoch_020_roc.png,experiments\260504-2319_resnet34_diff-ldm\confusion_matrices\epoch_020_confusion_matrix.png,experiments\260504-2319_resnet34_diff-ldm\predictions\val_predictions_epoch_20.csv,experiments\260504-2319_resnet34_diff-ldm\metrics\epoch_020_detailed_metrics.json
25,0.0100004999999999,0.5285015248221073,94.49954155725544,1.014590620994568,82.90155440414507,0.8713927477864761,0.8713927477864761,0.7334222260241459,0.6765918292234081,0.7203523603883234,0.7151482624446532,0.837379623147762,0.954607276887872,0.954607276887872,0.785595024963403,0.8713927477864761,0.965986875361286,0.6765918292234081,0.9557014860502336,0.9338316722037652,0.921293471629042,experiments\260504-2319_resnet34_diff-ldm\roc_curves\epoch_025_roc.png,experiments\260504-2319_resnet34_diff-ldm\confusion_matrices\epoch_025_confusion_matrix.png,experiments\260504-2319_resnet34_diff-ldm\predictions\val_predictions_epoch_25.csv,experiments\260504-2319_resnet34_diff-ldm\metrics\epoch_025_detailed_metrics.json
30,0.0069104845647477,0.4877845199965111,96.1413450345207,1.0015922784805298,86.52849740932642,0.8674596889753684,0.8674596889753684,0.7988490671206311,0.7614484581017761,0.7762304244458225,0.7723643621847215,0.8425337640440346,0.9447175495985504,0.9447175495985504,0.8615262969747188,0.8674596889753684,0.9750740750686662,0.7614484581017761,0.96537979111792,0.9186046511627908,0.8872788285539963,experiments\260504-2319_resnet34_diff-ldm\roc_curves\epoch_030_roc.png,experiments\260504-2319_resnet34_diff-ldm\confusion_matrices\epoch_030_confusion_matrix.png,experiments\260504-2319_resnet34_diff-ldm\predictions\val_predictions_epoch_30.csv,experiments\260504-2319_resnet34_diff-ldm\metrics\epoch_030_detailed_metrics.json
35,0.0041229413697014,0.4497428988802382,97.59979989304324,0.955380916595459,86.52849740932642,0.887465873267267,0.887465873267267,0.7825828203621874,0.720108306480487,0.7773010773009363,0.7732899611457487,0.8628460075420514,0.9579694769012674,0.9579694769012674,0.8655854005950226,0.887465873267267,0.9753801342747844,0.720108306480487,0.965386831265764,0.9299557032115172,0.9034472239170224,experiments\260504-2319_resnet34_diff-ldm\roc_curves\epoch_035_roc.png,experiments\260504-2319_resnet34_diff-ldm\confusion_matrices\epoch_035_confusion_matrix.png,experiments\260504-2319_resnet34_diff-ldm\predictions\val_predictions_epoch_35.csv,experiments\260504-2319_resnet34_diff-ldm\metrics\epoch_035_detailed_metrics.json
40,0.0019107345647477,0.4315613907559215,98.47487291243388,0.9753519296646118,86.52849740932642,0.8624368372626213,0.8624368372626213,0.7757002724373218,0.7221450365043042,0.7731397570777349,0.7706057142857143,0.8364474240934678,0.9604813515585392,0.9604813515585392,0.8637661612297619,0.8624368372626213,0.9740105868308468,0.7221450365043042,0.9657912169787284,0.9341085271317828,0.9173276388041488,experiments\260504-2319_resnet34_diff-ldm\roc_curves\epoch_040_roc.png,experiments\260504-2319_resnet34_diff-ldm\confusion_matrices\epoch_040_confusion_matrix.png,experiments\260504-2319_resnet34_diff-ldm\predictions\val_predictions_epoch_40.csv,experiments\260504-2319_resnet34_diff-ldm\metrics\epoch_040_detailed_metrics.json
45,0.0004904103653066,0.4267600039107888,98.79156591868598,0.9954400658607484,85.49222797927462,0.8547818905832844,0.8547818905832844,0.7650579219029383,0.7089949841666089,0.7556132717812655,0.7531180044771346,0.8259794603153996,0.958713448391577,0.958713448391577,0.8599120599818413,0.8547818905832844,0.9711975697321152,0.7089949841666089,0.9631643720750808,0.9360465116279072,0.9057352043929224,experiments\260504-2319_resnet34_diff-ldm\roc_curves\epoch_045_roc.png,experiments\260504-2319_resnet34_diff-ldm\confusion_matrices\epoch_045_confusion_matrix.png,experiments\260504-2319_resnet34_diff-ldm\predictions\val_predictions_epoch_45.csv,experiments\260504-2319_resnet34_diff-ldm\metrics\epoch_045_detailed_metrics.json
50,1e-06,0.4243183941709587,98.83323610936694,1.000922441482544,85.49222797927462,0.8380861879119719,0.8380861879119719,0.754501800720288,0.7060538840041944,0.7539371227647064,0.7517342766573253,0.8092533901979895,0.9592469156659388,0.9592469156659388,0.8583134308563405,0.8380861879119719,0.9711672022860176,0.7060538840041944,0.9639235541186126,0.9343853820598006,0.9075655887736424,experiments\260504-2319_resnet34_diff-ldm\roc_curves\epoch_050_roc.png,experiments\260504-2319_resnet34_diff-ldm\confusion_matrices\epoch_050_confusion_matrix.png,experiments\260504-2319_resnet34_diff-ldm\predictions\val_predictions_epoch_50.csv,experiments\260504-2319_resnet34_diff-ldm\metrics\epoch_050_detailed_metrics.json
